"","Taxonomy","Forest_A1","Forest_A2","Forest_B1","Forest_B2","Forest_C1","Forest_C2","Forest_Interior_A1","Forest_Interior_A2","Forest_Interior_B1","Forest_Interior_B2","Forest_Interior_C1","Forest_Interior_C2","Forest_Exterior_A1","Forest_Exterior_A2","Forest_Exterior_B1","Forest_Exterior_B2","Forest_Exterior_C1","Forest_Exterior_C2","Pioneer_Near_A1","Pioneer_Near_A2","Pioneee_Near_B1","Pioneer_Near_B2","Pioneer_Near_C1","Pioneer_Near_C2","Pioneer_Far_A1","Pioneer_Far_A2","Pioneer_Fa_B1","Pioneer_Far_B2","Pioneer_Far_C1","Pioneer_Far_C2","Grass_Near_A1","Grass_Near_A2","Grass_Near_B1","Grass_Near_B2","Grass_Near_C1","Gras_Near_C2","UMNR_A1","UMNR A2","UMNR B1","UMNR B2","UMNR_C1","UMNR_C2","Grass_Far_A2","Grass_Far_B1","Grass_Fae_B2","Grass_Far_C1 ","Grass_Far_C2","taxon","guid","mbNumber","taxonomicLevel","trophicMode","guild","confidenceRanking","growthForm","trait","notes","citationSource"
"66","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,66,102,315,0,10,0,0,0,0,0,0,46,47,54,55,70,112,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__unidentified;g__unidentified;s__unidentified",0,0,0,181,569,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__unidentified;f__unidentified;g__unidentified;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,98,74,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,242,0,0,0,0,0,0,0,0,0,0,0,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,381,339,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"Myxotrichaceae","1CB1CD78-36B9-11D5-9548-00D0592D548C","81054","9","Saprotroph-Symbiotroph","Ectomycorrhizal-Undefined Saprotroph","Probable","Microfungus","NULL","Many species are cellulolytic, occurring on paper, straw etc. Others are mycorrhizal associated with roots of Ericaceae and Epacridaceae (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"71","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae",0,0,103,133,128,205,0,0,0,0,198,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma",25,68,0,0,0,0,84,40,0,41,0,0,0,27,0,25,59,43,0,36,0,26,83,18,44,68,22,28,14,0,35,23,0,0,0,0,0,0,0,0,0,0,0,0,42,0,18,"Trichoderma","1CB1CC28-36B9-11D5-9548-00D0592D548C","10282","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph","Probable","Microfungus","Soft Rot","Cause of soft-rot (Seehann et al. 1975); Likely opportunistic human pathogen (Irinyi et al. 2015); Endophyte detection method-culture (Busby et al. 2016)","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Andrews JH, et al. 1983. Phytopathology 73228-234; Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Busby PE, et al. 2016. New Phytologist 209:1681-1692 ((https://doi.org/10.1111/nph.13742)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))"
"73","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leohumicola;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,79,124,202,212,125,0,0,0,0,0,"Leohumicola","FFF3FDAA-784F-41C0-AF4B-12069962ABF7","500248","13","Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"74","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__unidentified;g__unidentified;s__unidentified",3,15,88,0,21,0,0,0,0,0,0,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,107,58,401,100,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Clonostachys",13,13,60,18,32,13,0,0,8,16,22,13,0,0,0,15,101,20,0,9,0,11,65,24,7,6,0,0,0,0,0,0,0,0,0,0,3,147,0,6,29,28,12,0,29,22,76,"Bionectriaceae","1CB1CCCB-36B9-11D5-9548-00D0592D548C","82088","9","Pathotroph-Saprotroph","Algal Parasite-Bryophyte Parasite-Fungal Parasite-Undefined Saprotroph","Probable","Microfungus","NULL","Associated with plant material, especially on wood and herbaceous debris, or with algae, bryophyte or other fungi, rarely pathogenic (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"78","k__Fungi;p__Ascomycota;c__Eurotiomycetes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,51,53,262,35,127,226,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leohumicola;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,21,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leohumicola","FFF3FDAA-784F-41C0-AF4B-12069962ABF7","500248","13","Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"80","k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__unidentified;g__unidentified;s__unidentified",0,0,5,0,0,0,0,0,0,0,71,0,0,0,45,0,0,0,55,28,0,0,3,11,182,119,0,0,0,0,0,0,0,0,0,0,15,86,70,0,22,88,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales",0,0,0,0,0,0,0,0,0,0,8,770,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Phallales;f__Phallaceae;g__Phallus",61,32,34,17,20,18,25,32,77,94,80,49,0,17,0,5,42,20,12,33,16,58,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,"Phallaceae","1CB1CD91-36B9-11D5-9548-00D0592D548C","81146","9","Saprotroph","Litter Saprotroph-Soil Saprotroph-Wood Saprotroph","Probable","Phalloid","NULL","Common name - stinkhorn; Saprobic, on soil or decaying wood, with spores dispersed by insects that are attracted to the fruit bodies by their distictive foetid smell (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"84","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Pseudeurotium",0,0,73,89,99,200,0,0,0,0,80,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,13,0,0,7,46,0,0,0,0,0,"Pseudeurotiaceae","1CB1CDAD-36B9-11D5-9548-00D0592D548C","81222","9","Saprotroph","Plant Saprotroph-Wood Saprotroph","Probable","Microfungus","NULL","Saprobic on woody tissue and rotting vegetation, often isolated from soil (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"85","k__Fungi;p__Ascomycota;c__Eurotiomycetes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,17,41,0,0,0,0,0,632,0,0,0,0,0,0,0,0,43,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS11;f__unidentified;g__unidentified;s__unidentified",4,4,3,3,0,18,69,60,20,48,21,6,4,0,0,0,0,0,237,7,0,4,88,126,0,20,3,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","k__Fungi;p__Basidiomycota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,374,0,0,0,0,0,0,0,0,0,0,0,0,0,97,78,0,0,0,0,0,0,0,0,0,0,0,0,102,28,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales",0,0,147,155,90,16,0,0,0,0,206,119,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium",0,0,0,36,66,92,0,0,0,0,46,0,0,0,0,0,0,0,78,47,0,0,60,23,35,39,43,35,49,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Penicillium","1CB1C9C1-36B9-11D5-9548-00D0592D548C","9257","13","Saprotroph","Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph","Highly Probable","Microfungus","Soft Rot","NULL","Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))"
"90","k__Fungi;p__Basidiomycota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,77,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,61,575,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae",0,10,2,0,0,0,0,4,3,2,9,0,18,74,56,14,32,68,0,0,7,0,25,27,0,0,0,0,0,0,49,10,4,30,58,59,0,0,0,0,0,0,16,19,104,16,12,"Chaetosphaeriaceae","A2975E8A-801C-4A1F-9099-3C1B24D8A295","82100","9","Saprotroph","Plant Saprotroph-Wood Saprotroph","Probable","Microfungus","NULL","Saprobes associated with decaying woody and herbaceous plant material, including timber and timber products in damp buildings (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"92","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,"Tricholomataceae","008764C7-3F16-4577-B343-C50EF7B78211","81487","9","Pathotroph-Symbiotroph","Ectomycorrhizal-Fungal Parasite","Probable","Agaricoid","NULL","Tricholoma species are ectomycorrhizal, occurring in coniferous and broadleaved forests (Cannon & Kirk 2007); T. sclerotoideum is parasitic on Helvella spp.","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"93","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Monascus",0,0,17,9,20,50,70,55,0,6,30,8,18,13,30,12,6,15,21,79,40,7,16,18,3,0,3,2,0,10,4,0,0,62,72,0,0,0,0,0,0,0,2,8,0,0,10,"Monascus","1CB1C901-36B9-11D5-9548-00D0592D548C","3247","13","Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"94","k__Fungi;p__Ascomycota",23,19,25,6,0,0,0,14,16,11,6,8,0,12,34,10,63,17,0,0,0,0,4,0,28,0,38,39,24,60,0,0,10,62,0,20,0,0,0,9,10,0,13,13,6,111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae",0,0,171,120,73,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae",0,0,0,0,0,0,0,6,0,0,0,0,23,0,14,15,0,0,0,0,64,0,0,0,48,69,0,0,28,122,4,0,0,34,210,0,21,0,0,5,0,0,0,0,0,34,0,"Clavariaceae","1CB18368-36B9-11D5-9548-00D0592D548C","80606","9","Saprotroph-Symbiotroph","Lichenized-Undefined Saprotroph","Probable","Clavarioid","NULL","Most species are presumed saprobic on the ground or rotten wood, but many Multiclavula species are lichenized with green algae (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"99","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,47,193,0,26,387,0,0,0,0,0,"Herpotrichiellaceae","1CB1CD37-36B9-11D5-9548-00D0592D548C","80856","9","Pathotroph-Saprotroph","Animal Pathogen-Fungal Parasite-Undefined Saprotroph","Probable","Facultative Yeast-Microfungus","NULL","Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"100","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;f__Magnaporthaceae;g__Mycoleptodiscus",0,0,17,5,0,0,3,6,0,0,95,10,0,0,3,0,0,0,63,33,54,28,50,60,158,74,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,4,4,0,0,0,"Magnaporthaceae","1CB1CD5B-36B9-11D5-9548-00D0592D548C","81963","9","Pathotroph","Plant Pathogen","Probable","Microfungus","NULL","Species in this family cause rice blast and take-all; Usually necrotrophic on roots (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"101","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae",0,0,0,0,0,0,0,0,0,0,0,0,71,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,40,27,12,87,50,0,0,0,0,0,0,27,40,51,0,136,"Didymosphaeriaceae","1CB1CD0B-36B9-11D5-9548-00D0592D548C","80702","9","Pathotroph-Saprotroph-Symbiotroph","Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))"
"102","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Ophiostomatales;f__Ophiostomataceae;g__Sporothrix",0,0,6,24,63,134,0,0,0,0,98,3,0,0,0,0,0,3,115,218,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ophiostomataceae","1CB1CD85-36B9-11D5-9548-00D0592D548C","81089","9","Pathotroph","Plant Pathogen","Probable","Microfungus","Blue-Staining","At least most species are transmitted via insect vectors, with mycelial colonies developing in bark-boring beetle galleries and spreading through the vascular system; they are highly specific to their beetle vectors. In some cases spores and mycelium are transmitted in specialized organs, termed mycangia (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"103","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales",2,3,0,0,0,0,4,8,4,9,0,0,26,40,8,19,0,7,0,0,0,0,5,0,0,0,0,0,0,0,93,30,42,18,4,55,0,0,0,0,0,0,25,69,34,44,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,283,103,0,0,0,0,0,0,0,0,140,0,0,18,0,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,"Herpotrichiellaceae","1CB1CD37-36B9-11D5-9548-00D0592D548C","80856","9","Pathotroph-Saprotroph","Animal Pathogen-Fungal Parasite-Undefined Saprotroph","Probable","Facultative Yeast-Microfungus","NULL","Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"105","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,405,26,79,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae",114,91,0,0,0,0,11,0,90,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,71,115,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces",99,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,118,188,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Talaromyces","1CB1CBD6-36B9-11D5-9548-00D0592D548C","5347","13","Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"108","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Hygrocybe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,516,0,0,0,0,0,0,0,"Hygrophoraceae","1CB1CD3B-36B9-11D5-9548-00D0592D548C","80877","9","Saprotroph-Symbiotroph","Ectomycorrhizal-Undefined Saprotroph","Probable","Agaricoid","NULL","Ectomycorrhizal or saprobic, on the ground in woods, fields and moorland (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"109","k__Fungi;p__Ascomycota;c__Sordariomycetes",0,0,83,55,0,0,0,0,29,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,17,87,77,188,0,4,0,0,0,0,0,14,0,25,0,7,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium",29,23,0,0,0,9,13,0,48,12,23,23,0,0,0,0,0,0,13,13,0,11,0,0,13,30,105,132,33,59,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,"Penicillium","1CB1C9C1-36B9-11D5-9548-00D0592D548C","9257","13","Saprotroph","Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph","Highly Probable","Microfungus","Soft Rot","NULL","Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))"
"111","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Hygrocybe",0,65,0,0,0,0,0,31,0,0,0,0,0,3,0,0,0,0,0,0,0,0,466,27,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"Hygrophoraceae","1CB1CD3B-36B9-11D5-9548-00D0592D548C","80877","9","Saprotroph-Symbiotroph","Ectomycorrhizal-Undefined Saprotroph","Probable","Agaricoid","NULL","Ectomycorrhizal or saprobic, on the ground in woods, fields and moorland (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"112","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_simplicissimum",26,40,37,48,49,32,26,32,31,59,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,21,46,0,0,0,0,19,53,0,0,0,0,0,15,0,0,0,18,0,"Penicillium simplicissimum","1CB1ADC7-36B9-11D5-9548-00D0592D548C","278201","20","Saprotroph","Wood Saprotroph","Highly Probable","Microfungus","Soft Rot","NULL","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany"
"114","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Spegazzinia",0,0,0,0,0,0,4,3,0,0,0,0,0,2,34,37,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,37,261,37,0,0,0,0,0,0,9,13,114,18,15,"Didymosphaeriaceae","1CB1CD0B-36B9-11D5-9548-00D0592D548C","80702","9","Pathotroph-Saprotroph-Symbiotroph","Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))"
"115","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae",0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,7,0,12,81,38,29,10,33,71,8,11,3,23,3,35,57,0,0,19,0,0,0,0,0,0,34,26,0,0,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,18,15,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,309,149,0,0,0,0,0,0,0,0,0,0,0,0,"Herpotrichiellaceae","1CB1CD37-36B9-11D5-9548-00D0592D548C","80856","9","Pathotroph-Saprotroph","Animal Pathogen-Fungal Parasite-Undefined Saprotroph","Probable","Facultative Yeast-Microfungus","NULL","Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"117","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae",0,0,48,46,92,105,0,0,0,0,121,0,0,0,0,0,0,0,34,53,57,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__unidentified;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,"Clavariaceae","1CB18368-36B9-11D5-9548-00D0592D548C","80606","9","Saprotroph-Symbiotroph","Lichenized-Undefined Saprotroph","Probable","Clavarioid","NULL","Most species are presumed saprobic on the ground or rotten wood, but many Multiclavula species are lichenized with green algae (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
